id_empresa,ciudad,sector,antiguedad_empresa,distancia_centro,productividad,numero_trabajadores,salario_promedio,rotacion_personal,crecimiento_nomina,numero_servicios,indice_formalizacion,indice_digitalizacion,indice_competencia,satisfaccion_servicio,aporte_mensual
8956,Bucaramanga,Comercio,7.4,64.88,58.4,6,4.16,25.9,6.6,0,55.6,59.3,60.3,7.1,6304888.0
8957,Pereira,Manufactura,11.1,39.13,66.7,13,4.49,21.6,10.4,0,70.9,59.5,1.7,7.7,10162095.0
8958,Bogotá,Salud,6.6,38.31,68.5,17,4.17,19.0,3.1,3,82.9,69.1,65.8,8.3,11715761.0
8959,Manizales,Hoteles,16.2,64.94,61.8,7,3.39,30.2,11.0,1,64.9,52.1,11.1,7.3,7679936.0
8960,Cartagena,Comercio,4.1,23.43,51.5,12,2.89,22.5,6.2,1,58.1,67.0,70.4,7.1,6974599.0
8961,Medellín,Manufactura,13.9,9.48,62.0,29,4.7,23.7,-1.9,0,69.0,60.4,39.1,6.2,11545442.0
8962,Pereira,Financiero,7.5,73.57,66.5,42,4.3,14.7,-6.2,1,69.7,59.4,10.1,6.7,14212039.0
8963,Medellín,Comercio,22.3,72.14,66.6,174,3.88,21.0,11.8,4,81.4,77.8,25.3,6.1,37026483.0
8964,Cali,Construcción,7.6,76.89,52.7,6,3.99,21.7,6.5,1,60.5,60.0,33.4,5.9,6965313.0
8965,Cartagena,Comercio,7.4,37.47,54.0,5,2.76,22.8,11.9,2,57.3,59.4,57.1,7.7,7134881.0
8966,Bogotá,Comercio,13.2,34.63,61.7,17,4.06,15.9,12.1,0,73.4,76.1,65.7,4.9,10113611.0
8967,Medellín,Profesionales,6.7,44.94,70.1,1,4.52,11.2,4.0,2,61.6,79.0,86.1,5.8,8293750.0
8968,Bogotá,Comercio,7.2,77.89,54.1,24,3.18,28.7,2.8,1,52.8,64.3,15.8,7.3,8122100.0
8969,Bogotá,Hoteles,21.9,5.62,49.3,19,3.78,29.7,15.1,2,66.0,73.4,90.5,7.8,9846222.0
8970,Cartagena,Comercio,10.9,16.08,55.1,14,3.85,21.6,3.9,1,73.4,61.2,4.6,8.4,8289295.0
8971,Cartagena,Manufactura,22.9,30.78,70.9,60,4.46,12.7,12.6,0,83.6,53.0,74.2,6.2,19147195.0
8972,Bogotá,Minas,4.0,39.56,81.6,24,5.9,11.4,1.3,2,74.8,64.6,6.7,7.2,14531900.0
8973,Bogotá,Comercio,35.9,22.67,66.4,24,2.63,18.8,6.9,2,69.4,74.0,70.8,7.1,10522484.0
8974,Bogotá,Información,1.7,27.41,82.3,64,5.89,13.8,12.6,3,64.9,72.7,42.9,7.0,24699066.0
8975,Medellín,Transporte,34.5,17.89,62.4,12,4.08,16.7,4.2,2,76.8,62.6,79.9,6.9,14073186.0
8976,Bogotá,Transporte,7.6,27.63,64.7,4,3.46,20.2,-1.0,2,68.3,70.7,71.5,6.0,8044841.0
8977,Cali,Transporte,3.6,38.95,50.7,17,3.19,15.1,11.6,3,54.8,53.7,77.1,5.8,8766007.0
8978,Barranquilla,Hoteles,6.3,56.4,50.0,1,2.55,28.5,18.7,3,61.4,56.1,9.7,6.7,6743402.0
8979,Medellín,Hoteles,21.5,44.43,50.9,31,3.02,27.1,-0.4,2,67.2,68.0,19.3,7.9,9921944.0
8980,Bogotá,Minas,15.5,44.1,75.9,3,6.23,5.8,6.6,2,80.7,79.0,96.7,6.9,10794098.0
8981,Medellín,Manufactura,19.2,27.11,56.3,15,4.52,13.4,0.6,1,59.5,69.2,50.8,6.2,8564180.0
8982,Cali,Comercio,5.1,36.51,62.5,3,3.48,35.2,10.2,1,68.3,59.2,4.7,5.8,6971193.0
8983,Bogotá,Manufactura,11.9,24.57,50.5,45,4.1,19.3,7.5,1,59.5,62.3,25.8,6.3,13221769.0
8984,Medellín,Construcción,18.8,17.26,54.7,21,3.43,17.3,3.8,1,68.3,65.7,93.8,6.1,9414349.0
8985,Bogotá,Información,11.7,74.02,63.8,71,6.26,13.4,0.7,3,61.7,71.4,13.3,7.1,25256564.0
8986,Bogotá,Transporte,8.7,58.19,66.9,6,3.76,29.0,11.2,0,77.0,70.6,48.5,5.2,8391444.0
8987,Bogotá,Transporte,43.1,41.71,78.0,43,3.8,18.9,9.3,5,90.4,71.9,93.3,7.2,27207978.0
8988,Bucaramanga,Hoteles,4.4,27.31,40.5,5,2.75,33.0,11.9,0,53.3,53.9,14.3,6.9,5157068.0
8989,Cartagena,Construcción,14.1,29.98,69.4,22,3.82,22.8,13.1,0,83.7,63.7,10.4,5.8,11479808.0
8990,Cali,Profesionales,9.2,23.54,67.0,8,4.23,11.4,6.3,2,60.7,65.6,21.9,5.9,9086608.0
8991,Pereira,Financiero,4.3,5.7,68.6,15,6.02,6.1,-1.7,1,66.8,67.5,27.8,6.2,10817598.0
8992,Cali,Transporte,5.8,15.03,52.6,44,3.58,33.0,-5.2,3,61.5,54.6,22.7,7.1,12257794.0
8993,Cartagena,Comercio,4.6,26.97,50.8,37,2.5,23.2,9.1,0,48.6,53.8,6.0,6.2,8979947.0
8994,Medellín,Financiero,12.6,71.36,63.2,12,4.72,16.9,4.0,1,60.6,70.7,26.0,7.3,9069667.0
8995,Pereira,Financiero,7.4,0.67,59.1,14,5.16,6.9,11.9,1,61.6,61.3,14.3,5.2,9432802.0
8996,Bogotá,Profesionales,25.2,3.23,68.5,4,5.51,15.7,11.5,1,78.6,76.1,70.8,6.2,9426564.0
8997,Bogotá,Transporte,2.4,57.31,58.4,7,3.65,25.1,7.6,1,64.2,80.3,91.9,7.3,7762647.0
8998,Bogotá,Información,9.2,63.97,73.8,3,5.09,14.1,7.7,1,68.5,73.9,55.9,7.0,9045291.0
8999,Bogotá,Manufactura,10.7,13.32,54.9,109,4.19,10.4,0.6,3,69.0,70.0,46.5,6.1,25666992.0
9000,Bogotá,Hoteles,41.9,19.35,50.1,80,2.82,23.9,9.4,0,64.0,69.2,33.8,6.0,15497068.0
9001,Medellín,Hoteles,8.7,13.11,55.3,5,3.47,32.5,2.6,1,54.4,56.7,96.8,5.4,5679426.0
9002,Bogotá,Hoteles,7.6,57.04,68.6,11,3.59,32.5,12.3,3,67.3,71.4,55.1,7.5,10084183.0
9003,Cali,Financiero,3.5,14.97,68.3,7,5.43,10.5,-0.9,1,60.0,69.6,80.6,5.4,8410721.0
9004,Bogotá,Profesionales,5.2,64.07,72.0,9,4.5,14.7,14.2,1,66.8,69.6,85.1,4.9,9769223.0
9005,Bogotá,Información,19.3,42.28,72.1,28,5.16,4.8,-0.1,2,72.4,77.7,83.2,7.0,14813365.0
9006,Bogotá,Profesionales,19.1,29.03,80.5,11,5.09,9.2,-2.4,3,74.3,82.5,63.6,8.9,12004079.0
9007,Cali,Financiero,15.3,4.52,73.9,5,4.12,0.3,4.6,0,68.9,74.6,63.4,5.4,9051385.0
9008,Medellín,Financiero,16.7,70.38,70.7,28,4.84,13.9,3.3,0,73.6,68.1,87.1,6.2,13119374.0
9009,Otras,Comercio,10.3,45.82,46.9,11,3.57,21.2,0.5,0,65.9,47.5,36.4,7.0,6548189.0
9010,Medellín,Comercio,4.0,50.17,65.6,10,3.14,23.9,14.2,0,64.2,71.1,10.8,6.1,7951370.0
9011,Bogotá,Hoteles,12.8,58.75,60.1,18,3.96,28.9,-0.5,0,71.6,74.6,88.9,5.4,9465044.0
9012,Bogotá,Financiero,17.8,69.56,67.5,79,5.26,5.4,8.5,1,74.9,71.4,74.5,7.1,24797843.0
9013,Cali,Información,1.3,31.43,74.3,34,4.56,20.5,2.5,3,76.0,63.5,0.1,6.4,14846499.0
9014,Bogotá,Energía,6.0,40.16,65.4,23,4.81,12.1,7.8,0,60.8,76.9,21.7,6.0,11293377.0
9015,Cali,Comercio,20.7,43.67,53.0,5,3.74,27.5,0.9,1,67.1,66.4,12.6,5.2,6512463.0
9016,Medellín,Transporte,7.9,8.06,48.8,2,3.52,29.5,11.6,4,56.5,60.9,25.7,6.1,6701533.0
9017,Medellín,Transporte,7.2,27.85,47.9,4,3.37,23.4,-3.3,1,54.3,67.9,63.3,6.0,5473412.0
9018,Bogotá,Agricultura,36.7,32.55,30.9,22,2.82,20.2,10.7,2,53.6,57.6,90.5,6.4,7883602.0
9019,Cali,Profesionales,9.2,53.14,60.7,4,4.27,19.9,6.4,2,58.0,67.8,63.8,5.8,7172617.0
9020,Bogotá,Construcción,26.4,23.37,58.4,16,3.78,24.5,16.1,0,78.8,61.7,24.9,6.6,10087323.0
9021,Barranquilla,Transporte,5.8,70.28,51.0,22,3.45,14.0,6.9,1,65.8,55.3,42.3,5.0,8822778.0
9022,Pereira,Información,7.5,29.55,68.7,29,4.24,21.3,6.1,0,63.1,67.2,32.7,5.9,11807246.0
9023,Bogotá,Profesionales,6.8,78.2,85.1,83,5.55,6.7,7.2,3,75.3,81.4,1.9,6.6,28605968.0
9024,Medellín,Comercio,11.9,33.99,62.0,15,3.11,30.1,4.4,1,68.0,70.6,48.0,5.0,8896047.0
9025,Bogotá,Transporte,28.6,73.53,49.9,10,3.43,19.5,8.1,0,71.0,73.0,7.6,5.4,7473127.0
9026,Medellín,Financiero,2.7,54.76,85.9,5,6.0,22.0,11.6,3,72.1,67.2,39.7,6.8,11134102.0
9027,Medellín,Comercio,16.0,39.31,55.8,15,3.11,27.9,6.8,1,58.8,68.9,90.6,7.0,8024013.0
9028,Medellín,Comercio,2.3,58.15,45.3,45,3.38,27.9,2.5,1,56.6,64.8,33.7,7.4,11045335.0
9029,Bogotá,Información,1.0,41.74,65.4,3,5.12,20.3,4.3,0,60.6,65.9,53.7,6.3,6616953.0
9030,Pereira,Manufactura,9.1,28.2,60.9,16,3.65,17.1,15.4,4,58.3,72.6,92.7,8.7,10172535.0
9031,Bogotá,Profesionales,5.7,59.74,79.5,10,5.45,6.9,-3.2,1,58.5,84.5,18.2,7.9,9929274.0
9032,Medellín,Profesionales,5.5,53.54,68.0,19,4.81,13.7,12.9,2,63.1,71.3,0.5,6.5,11732622.0
9033,Bogotá,Manufactura,3.9,34.91,68.3,50,4.63,23.1,10.7,5,63.0,71.1,0.3,8.1,17839731.0
9034,Bogotá,Comercio,3.3,4.65,48.8,12,3.55,28.6,12.6,0,66.2,74.0,31.0,6.0,7342326.0
9035,Pereira,Comercio,1.8,43.95,48.4,14,3.66,28.0,9.0,1,62.5,56.2,3.0,6.9,7416675.0
9036,Bogotá,Agricultura,7.1,16.95,48.4,3,3.24,21.6,-7.4,1,66.6,67.3,88.2,7.7,5763751.0
9037,Bogotá,Transporte,4.8,51.25,53.9,12,4.21,22.9,17.5,1,63.7,69.7,56.5,6.1,8553877.0
9038,Barranquilla,Comercio,5.8,21.24,56.4,7,2.64,28.0,15.9,2,45.0,54.5,1.7,8.2,6347377.0
9039,Bogotá,Manufactura,18.0,59.74,66.1,14,4.93,15.4,10.1,0,74.5,73.8,14.4,5.4,10258188.0
9040,Cali,Manufactura,24.8,57.02,39.3,14,3.51,10.3,8.8,1,61.9,59.0,74.2,7.3,7446480.0
9041,Bogotá,Construcción,18.6,22.77,59.0,16,3.18,24.3,3.7,0,76.0,58.2,15.6,5.6,8334570.0
9042,Medellín,Comercio,17.5,13.98,63.6,4,4.04,26.5,10.2,0,73.7,59.5,14.2,6.3,7720833.0
9043,Cali,Salud,3.2,8.42,70.6,39,4.47,24.1,-0.2,1,59.2,52.8,92.6,6.0,13567855.0
9044,Medellín,Comercio,7.5,51.59,79.4,4,4.41,24.9,-2.1,0,69.1,76.7,88.2,7.1,8189505.0
9045,Medellín,Manufactura,20.3,12.03,77.8,16,4.27,17.6,1.8,1,79.7,73.1,68.7,6.5,11816359.0
9046,Bogotá,Hoteles,3.2,5.37,48.4,15,3.54,25.1,3.5,0,54.3,66.5,23.7,5.6,7083710.0
9047,Bogotá,Comercio,13.9,60.2,68.3,3,4.7,21.3,3.1,1,73.4,78.0,57.1,5.4,8134759.0
9048,Pereira,Comercio,1.8,66.82,53.1,3,2.64,24.1,-2.2,1,53.9,53.5,30.2,6.1,5342986.0
9049,Bogotá,Transporte,10.8,4.06,55.7,28,3.77,16.3,15.1,2,70.9,65.5,84.4,6.5,11859482.0
9050,Cali,Comercio,6.6,63.51,57.4,20,4.53,26.3,4.2,2,57.4,75.8,18.4,8.0,9968048.0
9051,Cali,Manufactura,9.9,40.7,68.5,31,4.67,18.3,2.2,2,73.0,74.1,29.1,6.9,13657170.0
9052,Cali,Comercio,6.8,74.57,42.6,4,4.06,23.0,2.1,0,58.7,56.9,5.8,4.8,4935799.0
9053,Pereira,Comercio,22.6,49.9,54.5,23,3.35,18.2,10.6,0,67.3,66.0,58.1,7.2,9430661.0
9054,Pereira,Profesionales,7.7,30.42,63.5,18,4.05,11.2,9.0,2,57.3,52.1,28.3,7.9,9503016.0
9055,Medellín,Comercio,7.0,61.7,38.4,8,3.08,30.4,9.8,3,43.8,52.5,83.7,8.0,5442738.0
9056,Cali,Manufactura,3.6,9.17,56.0,39,4.07,22.1,3.6,0,56.3,61.6,3.9,6.0,12225054.0
9057,Barranquilla,Comercio,11.2,41.16,52.4,3,3.13,20.1,-2.4,0,69.2,67.8,49.5,5.6,6147468.0
9058,Medellín,Comercio,9.3,31.34,69.8,8,3.6,34.2,8.6,2,66.6,79.0,69.4,6.8,9041175.0
9059,Bogotá,Construcción,7.4,78.37,57.5,43,4.25,22.8,0.1,1,66.4,62.4,95.7,5.9,13158650.0
9060,Barranquilla,Información,31.0,10.42,66.4,8,5.34,14.5,5.8,0,80.5,55.0,6.6,6.8,11469316.0
9061,Cali,Información,12.8,24.23,65.8,34,4.46,14.6,-3.0,2,63.0,74.2,33.5,8.2,12753696.0
9062,Barranquilla,Comercio,6.2,60.24,64.4,53,3.63,27.9,13.4,0,68.0,66.6,13.1,5.6,14809205.0
9063,Bogotá,Construcción,25.7,6.39,51.4,10,3.91,25.1,9.7,2,67.9,71.6,25.1,6.8,8398098.0
9064,Barranquilla,Comercio,23.9,63.38,29.9,3,3.65,22.5,9.3,1,65.3,49.7,60.4,6.4,5275233.0
9065,Medellín,Agricultura,4.9,32.85,66.3,10,3.32,23.1,-5.4,1,53.3,61.2,24.6,6.3,7212372.0
9066,Medellín,Comercio,10.0,73.44,64.8,6,3.17,19.8,4.5,2,55.8,67.6,56.4,7.0,7091921.0
9067,Medellín,Manufactura,3.5,66.25,63.5,22,4.06,25.0,-4.0,1,71.7,72.0,84.7,4.8,10739862.0
9068,Pereira,Comercio,7.0,64.8,64.4,5,3.22,26.6,10.8,4,54.5,65.4,10.0,7.7,7973659.0
9069,Barranquilla,Comercio,22.8,63.6,46.7,4,3.28,25.4,14.6,1,70.9,58.3,98.2,5.8,7287643.0
9070,Bogotá,Comercio,14.5,45.01,62.2,7,4.81,21.8,14.6,1,72.3,77.1,66.0,7.3,9142261.0
9071,Cali,Información,24.7,15.91,77.3,14,4.52,0.9,15.1,0,81.9,79.2,39.1,5.5,18884230.0
9072,Medellín,Transporte,5.7,7.23,62.8,6,3.89,23.7,2.0,2,59.5,69.4,68.7,6.7,7458504.0
9073,Cartagena,Manufactura,2.9,7.77,66.6,2,4.22,20.3,12.0,0,60.1,60.7,28.7,6.5,6948625.0
9074,Bogotá,Manufactura,3.0,2.08,65.0,49,4.37,15.3,0.9,1,76.6,77.3,87.0,6.2,16191097.0
9075,Bogotá,Comercio,13.3,7.74,63.2,7,4.34,33.6,7.2,0,66.9,71.6,67.8,6.6,12664140.0
9076,Barranquilla,Hoteles,7.0,76.76,59.6,3,2.86,28.1,10.8,1,65.0,63.0,84.1,7.8,7090591.0
9077,Bucaramanga,Agricultura,25.3,50.35,42.0,32,2.41,17.0,8.6,1,58.6,53.1,60.0,6.9,8694077.0
9078,Bucaramanga,Comercio,9.1,2.29,46.8,32,2.79,26.7,7.3,0,63.8,47.3,90.7,6.5,8308279.0
9079,Barranquilla,Manufactura,9.8,77.1,63.6,24,2.59,19.2,2.5,2,62.7,70.0,33.6,7.1,9581074.0
9080,Barranquilla,Manufactura,7.9,13.54,57.7,31,3.83,21.3,14.7,1,54.2,55.8,33.9,5.8,11015419.0
9081,Cartagena,Comercio,3.6,35.49,64.8,15,3.57,20.3,10.9,0,71.1,63.5,24.2,5.4,8882564.0
9082,Barranquilla,Información,4.2,6.21,67.9,6,4.51,9.1,6.3,1,67.5,63.8,99.6,6.5,8599018.0
9083,Bogotá,Transporte,14.9,75.1,64.1,12,3.55,20.3,12.8,0,70.2,74.4,69.1,5.4,9163786.0
9084,Medellín,Manufactura,37.6,56.08,70.0,53,4.79,8.6,-1.5,0,74.2,69.4,74.5,5.9,17280969.0
9085,Otras,Comercio,13.7,15.7,53.4,22,2.46,19.9,-7.8,1,58.5,53.4,61.4,6.0,9543119.0
9086,Bogotá,Energía,9.8,51.02,87.3,32,5.75,15.2,10.2,1,73.3,86.2,46.0,6.1,17404754.0
9087,Bogotá,Información,16.1,0.45,71.0,117,6.03,1.3,9.0,3,71.5,78.1,26.8,6.1,37352967.0
9088,Bogotá,Manufactura,10.4,47.37,60.9,9,4.97,30.8,-4.6,1,71.5,77.1,96.9,5.9,8685946.0
9089,Medellín,Construcción,4.9,66.07,58.8,5,4.11,24.9,5.9,3,69.5,63.7,7.9,6.6,7634027.0
9090,Bogotá,Información,12.1,60.07,90.1,51,5.4,7.1,3.3,0,67.1,79.0,83.5,6.1,19771866.0
9091,Medellín,Profesionales,3.9,23.63,66.6,29,4.04,17.3,8.2,0,65.2,73.8,61.0,5.2,10987066.0
9092,Pereira,Transporte,22.5,7.93,51.8,18,3.06,22.7,-5.0,1,55.3,59.5,36.2,6.1,6731027.0
9093,Bogotá,Comercio,12.7,73.94,59.9,7,4.18,29.4,-2.4,3,55.5,70.5,8.6,6.8,7426433.0
9094,Bogotá,Manufactura,8.7,9.34,73.8,134,4.42,14.5,11.2,2,69.1,66.9,7.0,6.2,32658058.0
9095,Barranquilla,Construcción,38.0,45.32,72.6,7,4.18,23.0,18.7,3,78.7,66.5,27.4,7.2,11700776.0
9096,Medellín,Comercio,6.3,35.78,57.3,16,3.53,20.0,4.5,0,62.0,70.6,86.2,5.4,8412209.0
9097,Medellín,Financiero,6.3,57.53,69.9,39,5.89,5.3,6.6,0,59.8,63.6,18.9,6.7,15380192.0
9098,Bucaramanga,Transporte,53.0,22.97,54.4,48,2.98,10.1,9.6,2,78.1,61.8,40.4,6.8,14207701.0
9099,Cali,Transporte,7.9,66.12,64.0,16,3.56,27.5,-1.7,1,65.8,66.4,37.1,5.9,8875876.0
9100,Bogotá,Salud,26.0,49.55,70.1,40,4.71,20.2,13.3,2,85.7,69.2,65.9,7.4,17427621.0
9101,Bogotá,Comercio,4.7,6.42,64.3,18,3.62,29.0,5.1,2,64.4,79.6,27.6,6.9,9849933.0
9102,Bogotá,Comercio,10.6,61.94,67.2,6,3.9,25.5,4.9,1,64.5,75.7,64.0,5.7,8113467.0
9103,Barranquilla,Profesionales,15.4,42.34,50.5,14,4.61,10.8,4.2,3,59.8,60.3,13.5,7.2,8768443.0
9104,Cali,Comercio,16.5,41.22,55.9,12,3.77,16.3,-2.7,1,76.8,62.3,62.4,5.7,12697776.0
9105,Cali,Profesionales,57.7,50.26,65.9,33,4.83,1.6,-1.7,1,83.8,65.3,44.3,6.0,14593509.0
9106,Bogotá,Agricultura,8.6,78.92,45.3,13,3.25,17.7,3.6,4,48.5,61.6,38.2,7.4,7633443.0
9107,Bogotá,Transporte,3.9,54.86,67.5,67,3.73,19.7,15.2,2,75.5,61.8,51.0,7.5,23501464.0
9108,Cartagena,Comercio,15.4,61.26,60.6,8,3.88,23.2,10.3,3,80.7,62.0,91.1,6.3,10092861.0
9109,Bogotá,Comercio,6.0,49.94,66.3,8,4.05,21.1,8.6,2,59.7,71.9,75.8,6.6,8254050.0
9110,Bogotá,Construcción,10.5,55.75,65.0,19,3.99,20.9,13.0,2,71.0,79.7,90.6,6.0,17099748.0
9111,Bogotá,Manufactura,29.4,11.84,69.0,57,5.15,18.1,2.8,1,77.8,76.4,1.4,6.8,20037214.0
9112,Bogotá,Transporte,1.5,47.41,55.6,3,3.56,23.3,-2.7,0,71.5,64.5,30.6,5.7,6357232.0
9113,Bogotá,Comercio,5.7,59.4,62.6,8,3.78,30.4,12.4,1,58.8,68.6,90.2,5.7,7973517.0
9114,Medellín,Comercio,9.5,8.3,46.4,2,4.37,31.6,8.8,1,54.0,55.7,27.3,6.4,5076878.0
9115,Bogotá,Comercio,7.2,2.36,62.6,8,3.88,27.5,-2.7,3,67.0,72.5,68.0,6.9,8527832.0
9116,Pereira,Manufactura,5.6,67.25,55.1,15,4.37,9.9,5.9,0,63.0,62.7,19.7,6.5,8288549.0
9117,Otras,Información,39.2,2.28,79.4,16,4.69,4.4,5.5,2,84.0,65.1,78.8,5.9,13207475.0
9118,Bogotá,Comercio,9.8,7.55,61.9,32,3.45,23.3,18.1,1,58.8,78.1,39.5,6.9,11703856.0
9119,Medellín,Construcción,29.7,52.15,59.1,14,3.39,20.7,4.1,3,69.9,67.2,96.2,7.1,9420966.0
9120,Medellín,Salud,23.0,9.69,72.8,32,5.02,19.6,3.8,0,86.6,80.2,39.3,6.4,15904719.0
9121,Medellín,Información,25.6,28.74,72.6,21,5.88,8.6,8.8,0,75.8,76.3,81.3,5.1,13560474.0
9122,Cali,Comercio,7.1,26.88,63.4,4,3.07,30.1,12.4,1,71.7,64.4,14.6,5.6,8117878.0
9123,Pereira,Salud,8.4,55.37,47.8,50,3.77,19.2,8.2,0,62.0,46.0,11.6,5.3,12495365.0
9124,Medellín,Comercio,26.9,78.82,68.0,1,4.04,28.1,-4.8,0,81.0,61.0,93.6,5.9,7242943.0
9125,Bogotá,Manufactura,15.0,36.57,64.7,106,3.79,18.9,8.9,1,64.4,80.7,79.1,5.3,24259416.0
9126,Medellín,Profesionales,15.0,4.2,73.7,10,3.82,17.5,-2.4,1,77.1,68.0,79.5,6.2,9460818.0
9127,Bogotá,Minas,24.3,47.51,91.2,54,5.85,6.1,-3.5,1,80.3,78.0,64.6,5.6,22682536.0
9128,Medellín,Comercio,14.2,63.79,55.9,7,3.43,27.0,9.1,1,61.6,62.2,32.0,6.5,6976629.0
9129,Cali,Profesionales,9.4,56.48,67.9,109,4.6,21.9,22.5,1,64.1,74.8,76.2,5.4,27777270.0
9130,Barranquilla,Construcción,11.0,61.33,55.6,19,2.99,24.5,5.1,0,55.0,62.9,24.9,6.6,7996257.0
9131,Barranquilla,Comercio,2.0,30.78,56.1,4,2.22,29.4,8.4,1,61.9,55.8,76.1,6.3,5715587.0
9132,Medellín,Comercio,22.7,42.06,62.4,14,3.82,27.2,9.0,1,78.1,78.2,84.4,7.3,10665276.0
9133,Bogotá,Financiero,22.6,52.1,84.1,24,5.65,4.5,4.3,1,86.9,81.3,1.5,6.5,16147326.0
9134,Medellín,Transporte,25.9,21.56,56.0,1,4.0,19.0,4.9,1,63.6,59.3,52.3,6.2,6308332.0
9135,Barranquilla,Comercio,14.8,69.84,59.2,15,3.8,32.3,2.5,0,56.9,73.0,56.9,7.9,7764507.0
9136,Medellín,Construcción,10.8,37.11,72.6,11,4.33,20.8,5.6,2,70.8,80.4,35.5,7.3,10325012.0
9137,Bucaramanga,Construcción,7.8,16.32,58.7,3,3.95,28.2,9.6,1,58.4,50.9,78.5,6.6,6149072.0
9138,Bogotá,Transporte,8.5,32.64,62.7,6,4.45,25.9,9.3,1,65.2,69.1,90.0,6.3,8095784.0
9139,Pereira,Construcción,17.6,2.73,47.4,50,3.93,28.2,9.3,3,62.6,45.5,28.5,7.1,14385720.0
9140,Otras,Comercio,3.7,55.5,34.5,3,2.73,29.0,3.1,0,64.0,42.4,12.3,6.6,4188799.0
9141,Cali,Profesionales,14.5,42.87,65.2,24,3.5,9.1,4.2,3,67.5,68.3,88.1,6.8,12266641.0
9142,Medellín,Salud,33.7,51.64,62.7,14,4.48,11.6,7.9,0,76.5,66.5,81.8,6.2,10920067.0
9143,Bogotá,Transporte,14.6,1.26,54.7,13,3.76,20.6,6.1,4,66.5,59.5,74.2,7.0,9321549.0
9144,Bogotá,Comercio,3.1,70.1,64.0,4,4.14,35.8,2.3,3,73.4,66.7,81.0,7.0,8281230.0
9145,Bucaramanga,Información,3.9,18.13,69.7,8,4.8,16.0,15.7,2,67.7,61.2,90.1,6.7,9695538.0
9146,Cali,Comercio,2.6,42.21,56.5,17,3.85,25.2,6.7,0,63.6,69.2,44.8,6.6,8362634.0
9147,Pereira,Profesionales,2.3,26.87,61.1,33,3.88,3.8,8.1,2,60.7,56.3,38.9,6.3,11728157.0
9148,Bogotá,Comercio,46.5,31.44,57.7,74,2.96,25.1,1.2,3,69.6,68.1,56.1,7.7,16193834.0
9149,Bogotá,Financiero,2.3,36.96,77.1,33,6.06,4.2,2.1,1,72.7,83.1,38.8,4.9,16598653.0
9150,Bogotá,Comercio,11.2,35.94,52.8,27,5.16,26.6,9.4,3,65.4,68.2,3.4,7.2,12713059.0
9151,Bucaramanga,Comercio,3.7,25.12,55.5,25,3.72,33.4,7.0,0,53.9,61.5,48.3,7.2,8785517.0
9152,Bogotá,Manufactura,23.6,67.77,72.3,91,4.77,18.5,3.8,0,71.2,73.4,78.4,7.1,25706212.0
9153,Bucaramanga,Comercio,11.3,71.62,48.7,122,3.41,25.2,-0.9,0,60.3,63.9,15.6,6.4,21510082.0
9154,Medellín,Información,7.0,28.26,79.1,47,5.91,15.7,16.9,0,71.4,74.9,25.8,6.9,19921338.0
9155,Bucaramanga,Información,14.6,64.45,67.6,14,4.92,15.0,-3.7,1,71.7,58.3,70.7,7.1,9470139.0
9156,Bogotá,Profesionales,10.6,61.78,84.2,7,4.79,23.7,17.3,1,78.0,75.4,6.8,5.5,11087766.0
9157,Bogotá,Transporte,58.5,78.32,71.0,32,4.57,9.8,18.3,0,75.3,72.3,93.1,6.1,16715093.0
9158,Bucaramanga,Profesionales,25.7,70.22,73.7,22,4.47,2.4,7.8,2,71.9,69.6,54.2,6.9,17139638.0
9159,Bogotá,Agricultura,46.5,39.36,54.6,21,2.16,11.7,7.8,1,70.7,70.7,32.0,6.0,9471109.0
9160,Cali,Comercio,24.0,15.36,57.5,16,4.12,22.4,4.3,0,63.6,61.6,3.9,6.2,8515399.0
9161,Medellín,Manufactura,9.4,47.64,75.8,37,4.15,11.3,-0.7,4,68.5,69.5,43.8,6.8,15023975.0
9162,Bogotá,Profesionales,4.8,41.99,70.2,7,5.82,18.7,4.3,3,67.4,74.9,44.3,7.5,9660260.0
9163,Bogotá,Energía,26.3,46.91,78.3,21,6.42,4.2,-1.7,3,74.8,85.6,79.7,7.3,14986360.0
9164,Bogotá,Hoteles,14.9,10.08,49.2,10,3.78,25.4,18.2,0,64.3,52.3,45.1,6.0,7717793.0
9165,Bogotá,Profesionales,25.3,50.36,65.4,1,5.41,14.4,6.3,2,73.2,72.7,42.3,6.7,8718458.0
9166,Bogotá,Salud,8.8,0.44,65.4,48,4.69,16.2,13.9,1,63.8,67.2,4.9,6.2,16578927.0
9167,Bogotá,Comercio,4.4,76.38,63.3,7,4.83,35.1,3.9,1,66.0,72.4,41.0,6.7,8409451.0
9168,Bogotá,Comercio,5.9,47.49,59.3,31,4.81,16.1,10.8,1,72.0,70.8,52.6,6.4,13207495.0
9169,Cali,Comercio,31.9,71.64,45.8,17,2.41,30.5,2.5,0,63.4,53.7,95.7,4.6,6880438.0
9170,Pereira,Comercio,5.0,76.85,62.1,15,2.6,24.9,7.5,0,69.1,59.9,59.6,6.4,7888532.0
9171,Manizales,Manufactura,3.1,67.83,53.1,30,4.08,16.2,2.1,2,59.0,50.7,56.9,5.4,10704367.0
9172,Manizales,Profesionales,12.1,65.99,49.4,34,4.44,17.6,7.4,0,64.1,53.2,86.3,6.5,12000793.0
